"","ID","x","y","country","region","subregion","pop","lights","num_landpixels","gridarea","pop_dens","pop_sd","lights_sd","rugg","altitude","landsuit","temp","precip","growingdays","malaria","harbor","alternative_lights","lights_raw","un_code","abroad"
"147",20462,-3.75,10.75,"Burkina-Faso",2,11,127045.5018539,0.0033995,900,3024.68,42.00295785119,11.78906448996,0,1328.118925,320.515575,0.625,27.57837,97.052815,174.166675,29.68733,621.6482,0,0,854,1
"148",20538,-3.25,5.25,"Cote-dIvoire",2,11,244304.0299776,2.057840783,720,3064.712,79.71517225922,32.27299501906,437.342825,621.991133,77.09668,0.167,26.72436,171.765375,317.6875,0,105.86881,1466.40035,58656.01318,384,0
"149",20539,-3.25,5.75,"Cote-dIvoire",2,11,161506.8940519,0.116965883,850,3062.206,52.74201113745,42.04385925717,101.296987,610.449875,112.998068,0.353,26.71026,159.2735,316.833325,23.98688,126.9175,89.5856925,3754.0321,384,0
"150",20540,-3.25,6.25,"Cote-dIvoire",2,11,182175.1236095,0.243869733,900,3059.473,59.54461603991,12.673803227881,182.003359,671.3151,150.723325,0.281,26.88029,132.52415,307.555525,24.96425,163.62235,218.71785,8748.71414,384,0
"151",20541,-3.25,6.75,"Cote-dIvoire",2,11,243482.9807968,0.666943252,900,3056.512,79.6603937223,34.775377510375,414.039718,522.021625,202.255575,0.334,26.83478,113.1204,291.91665,24.97973,207.90918,600.248925,24009.95712,384,0
"152",20542,-3.25,7.25,"Cote-dIvoire",2,11,207768.0186863,0.611726611,900,3053.325,68.04647406203,33.839864637821,243.924838,89.99689,212.407775,0.275,26.9399,102.628355,277.694425,22.8597,255.90275,550.55395,23352.94775,384,0
"153",20543,-3.25,7.75,"Cote-dIvoire",2,11,132527.8641396,0.289161006,900,3049.911,43.45302036771,18.356019822993,161.806568,532.690475,225.605275,0.344,27.01587,93.93637,266.80555,23.28173,305.88405,260.244945,10409.79782,384,0
"154",20544,-3.25,8.25,"Cote-dIvoire",2,11,98163.956686,0.054381448,900,3046.271,32.22430070777,10.897129407783,38.347094,299.297078,344.309975,0.305,26.7468,90.944895,255.6389,22.39166,357.03663,48.178415,1927.13661,384,0
"155",20545,-3.25,8.75,"Cote-dIvoire",2,11,30584.1795035,0.012764632,900,3042.405,10.05263415248,10.320168311919,15.4109,360.77471,379.947225,0.45,26.92452,91.63525,240.527775,23.27515,408.93653,9.1935075,367.74029,384,0
"156",20546,-3.25,9.25,"Cote-dIvoire",2,11,39549.2108726,0.041124761,900,3038.312,13.01683730086,11.821696666563,60.13269,1745.9595,327.081675,0.558,27.18942,91.48915,221.58335,24.36037,461.3458,34.717625,1388.70499,384,0
"157",20547,-3.25,9.75,"Cote-dIvoire",2,11,106744.5308856,0.0033995,900,3033.993,35.18284943814,11.699504622124,0,1723.7855,328.200575,0.586,27.33542,93.99842,204.16665,21.87951,514.12162,0,0,384,0
"158",20548,-3.25,10.25,"Burkina-Faso",2,11,140055.1941357,0.144665766,900,3029.449,46.23123932023,18.117239676898,227.855145,1875.345,317.592775,0.649,27.38365,97.33502,189.91665,29.36393,567.1738,127.904525,6139.41724,854,1
"159",20549,-3.25,10.75,"Burkina-Faso",2,11,145541.2343864,0.142787101,900,3024.68,48.1178966932,18.577187521461,153.089743,1024.5849,293.33665,0.687,27.74423,97.88765,175.75,30.63777,620.44265,126.978625,5079.14505,854,1
"160",20627,-2.75,5.25,"Cote-dIvoire",2,11,266247.3544775,0.739403092,873,3064.712,86.87516832072,28.888991336903,360.744742,52.248728,75.794702,0.161,27.0359,165.5566,319.576375,13.33061,61.43212,634.2479,25369.91621,384,0
"161",20628,-2.75,5.75,"Ghana",2,11,149093.4231033,0.176579558,900,3062.206,48.68824348334,5.016818468804,97.581901,940.425825,143.12305,0.267,26.79872,154.55265,318.166675,24.41715,99.19813,158.1567,6748.50201,288,1
"162",20629,-2.75,6.25,"Ghana",2,11,251748.1046715,0.148989119,900,3059.473,82.28480340471,31.422598280304,74.91273,859.08785,190.69445,0.669,26.78221,137.43975,308.61115,24.58195,147.14638,134.0902125,5363.60863,288,1
"163",20630,-2.75,6.75,"Ghana",2,11,253945.869648,0.145918553,900,3056.512,83.08353994233,19.267703731584,201.485733,421.770632,220.3964,0.353,26.8476,124.27495,293.666675,25.17975,198.06397,129.79693,5191.87721,288,1
"164",20631,-2.75,7.25,"Ghana",2,11,341175.3481483,0.428801854,900,3053.325,111.73894627852,24.713113273292,362.828234,286.992575,271.9039,0.258,26.68846,109.56955,281.08335,24.67694,250.16393,385.1567775,18320.1552,288,1
"165",20632,-2.75,7.75,"Ghana",2,11,303116.0689735,0.17533767,900,3049.911,99.38520328839,35.937290070208,115.245556,1300.614002,299.3839,0.429,26.7399,96.28673,269.666675,25.04042,302.8539,157.8039602,6312.15829,288,1
"166",20633,-2.75,8.25,"Cote-dIvoire",2,11,194068.4411411,0.21037527,900,3046.271,63.70688403711,44.816884241912,289.552233,938.629675,343.085575,0.536,26.59824,91.1006,255.94445,21.71527,355.88797,188.5728575,7542.91409,384,0
"167",20634,-2.75,8.75,"Cote-dIvoire",2,11,51086.0967712,0.033467791,900,3042.405,16.79135584005,8.324287992972,46.644775,578.79645,273.9639,0.539,27.14295,92.549475,237.69445,24.02303,409.1471,27.82635,1113.05397,384,0
"168",20635,-2.75,9.25,"Cote-dIvoire",2,11,73443.0312924,0.051106538,900,3038.312,24.17231515173,5.637805161902,44.491373,726.4831,252.390575,0.632,27.44695,93.066555,217.05555,25.27792,462.56707,44.46611,1778.64441,384,0
"169",20636,-2.75,10.25,"Ghana",2,11,137831.5970154,0.255695715,900,3029.449,45.49724547406,12.899031001618,356.225009,888.159075,265.1589,0.545,27.80737,96.27222,190.666675,26.68666,569.75407,228.59638,9241.04434,288,1
"170",20637,-2.75,10.75,"Ghana",2,11,262552.7388248,0.080268675,900,3024.68,86.80347955375,20.781264012657,43.098197,198.012555,265.377225,0.375,27.82981,94.998725,175.916675,26.66249,623.4829,71.4769275,2859.07715,288,1
"171",20716,-2.25,5.25,"Ghana",2,11,226416.8937511,1.438609276,900,3064.712,73.8786899644,14.798905056896,1439.617749,396.738643,82.665555,0.126,26.98718,149.817825,313.8889,13.08964,43.15055,1293.98315,51759.32617,288,1
"172",20717,-2.25,5.75,"Ghana",2,11,168644.3037453,0.527386629,900,3062.206,55.07281778042,14.989906632806,336.068065,1153.9014,135.718355,0.264,27.02564,139.2646,314,25.2672,95.27448,474.6479875,20482.638,288,1
"173",20718,-2.25,6.25,"Ghana",2,11,340322.8691635,0.775259338,900,3059.473,111.23579428647,36.329549260564,669.047997,1082.098825,178.15195,0.286,27.06426,133.25005,308.499975,25.74908,148.4107,697.733395,27909.33517,288,1
"174",20719,-2.25,6.75,"Ghana",2,11,310071.0457916,0.387757056,900,3056.512,101.44602924119,35.598799025847,268.199815,828.52635,239.305825,0.607,26.74824,128.56355,297.27775,24.74709,201.7571,348.98135,13959.25415,288,1
"175",20720,-2.25,7.25,"Ghana",2,11,382015.667366,1.728410797,900,3053.325,125.11463200677,34.760456656634,1050.082152,485.734175,276.16085,0.348,26.60401,109.18056,283.97225,24.27087,255.20075,1555.569575,69310.90112,288,1
"176",20721,-2.25,7.75,"Ghana",2,11,205275.4932556,0.349875171,900,3049.911,67.30539458505,44.818818275741,297.519612,720.667025,243.250275,0.421,26.84872,101.73196,271.3611,25.44459,308.7086,314.8876313,12595.50519,288,1
"177",20722,-2.25,8.25,"Ghana",2,11,71152.5747334,0.207391972,900,3046.271,23.35726922331,10.728810249341,189.073177,1076.905847,200.4128,0.572,27.29103,100.352305,253.194425,27.39399,362.2679,186.6527775,7466.11109,288,1
"178",20723,-2.25,8.75,"Ghana",2,11,41823.7841523,0.0033995,900,3042.405,13.74695047506,3.02483331741,0,284.021375,241.2103,0.539,27.33542,95.27425,236.05555,27.74216,415.87285,0,0,288,1
"179",20724,-2.25,9.25,"Ghana",2,11,51627.0233231,0.098401166,900,3038.312,16.99200940034,4.314034421125,89.072229,514.228135,281.4164,0.415,27.35064,93.933335,216.555525,24.65842,469.5207,87.031275,3481.25107,288,1
"180",20725,-2.25,9.75,"Ghana",2,11,120509.0378971,0.005457114,900,3033.993,39.71961187234,18.319469640643,4.532327,336.2095,274.709725,0.534,27.57179,92.273725,202.22225,25.67083,523.21018,2.61674,104.6696,288,1
"181",20726,-2.25,10.25,"Ghana",2,11,105462.9800005,0.133446463,900,3029.449,34.81259154948,11.545984685358,197.477868,385.320175,267.4975,0.893,27.56939,92.024175,188.63885,25.74858,576.94078,117.80715,4712.28607,288,1
"182",20803,-1.75,5.25,"Ghana",2,11,502443.2551732,1.565150934,882,3064.712,163.94469890767,372.099589591283,686.953523,132.24507,86.49222,0.261,26.83157,135.2706,297.72225,12.65431,74.179,1369.611475,65864.96429,288,1
"183",20804,-1.75,5.75,"Ghana",2,11,313929.2349472,0.778545151,900,3062.206,102.51735260686,41.754238177173,399.34438,1615.364475,138.263325,0.297,26.86346,133.48275,309.277775,24.40858,117.75257,700.6906425,34857.62056,288,1
"184",20808,-1.75,7.75,"Ghana",2,11,270432.1843643,0.844168982,900,3049.911,88.66886440493,48.982380053658,680.045082,380.2114,303.864725,0.381,26.62003,112.06135,274.05555,24.52227,322.98615,758.98725,35251.03363,288,1
"185",20809,-1.75,8.25,"Ghana",2,11,73456.9186201,0.121272213,900,3046.271,24.11371662872,10.058167419316,159.604704,465.57235,166.0725,0.494,27.5633,113.747,254.08335,28.6003,375.8089,107.6152175,6119.98779,288,1
"186",20810,-1.75,8.75,"Ghana",2,11,41804.2714043,0.02109729,899,3042.405,13.74053688084,3.376120351346,31.330412,318.274015,155.345525,0.518,27.83574,108.34495,232.722225,29.638,428.81965,16.692895,1201.8885,288,1
"187",20811,-1.75,9.25,"Ghana",2,11,32900.623888,0.053754509,900,3038.312,10.82858693758,0.804293760209,73.73504,797.228975,196.778325,0.402,27.83365,96.231345,211.94445,26.41194,481.96848,46.0844,1843.37601,288,1
"188",20812,-1.75,9.75,"Ghana",2,11,44130.8154144,0.0033995,900,3033.993,14.54545559784,4.915486020924,0,399.9447,258.776125,0.75,27.80112,90.77241,196.69445,26.42529,535.22535,0,0,288,1
