"","ID","x","y","country","region","subregion","pop","lights","num_landpixels","gridarea","pop_dens","pop_sd","lights_sd","rugg","altitude","landsuit","temp","precip","growingdays","malaria","harbor","alternative_lights","lights_raw","un_code","abroad"
"363",30284,31.75,-12.25,"Zambia",2,14,15961.8616848,0.0033995,900,3009.023,5.30466633694,8.358763112828,0,1850.120975,841.554025,0.656,23.03958,81.46231,161.666675,7.344866,742.2234,0,0,894,0
"364",30285,31.75,-11.75,"Zambia",2,14,21108.9483526,0.0033995,900,3014.466,7.00254905635,9.05543318429,0,1914.3727,1371.68825,0.605,20.05641,89.646475,169.361125,1.586011,780.95628,0,0,894,0
"365",30286,31.75,-11.25,"Zambia",2,14,20162.8919841,0.0033995,900,3019.685,6.67714970043,1.494548869596,0,267.7362,1464.709,0.418,20.34023,92.42226,176.66665,1.908368,801.47855,0,0,894,0
"366",30287,31.75,-10.75,"Zambia",2,14,27299.0916381,0.0033995,900,3024.68,9.02544819547,3.194867649507,0,814.54495,1333.57075,0.494,21.16538,95.007205,181.611125,4.22376,793.53128,0,0,894,0
"367",30288,31.75,-10.25,"Zambia",2,14,54895.986886,0.0033995,900,3029.449,18.12078104715,1.100891678388,0,572.600328,1232.68125,0.755,21.77356,95.52219,186.861125,5.498916,782.65802,0,0,894,0
"368",30289,31.75,-9.75,"Zambia",2,14,56986.7097826,0.0033995,900,3033.993,18.78274056406,0.652705645416,0,593.171367,1306.70875,0.531,21.4782,93.46239,192.1111,4.483558,773.15813,0,0,894,0
"369",30290,31.75,-9.25,"Zambia",2,14,75647.2265825,0.0033995,900,3038.312,24.89778225555,5.786193951961,0,548.9694,1569.81625,0.403,20.02981,91.076425,197.05555,1.474288,766.7343,0,0,894,0
"370",30291,31.75,-8.75,"United-Republic-of-Tanzania",2,14,135629.1577544,0.0033995,900,3042.405,44.57959394195,11.244471794451,0,1273.815975,1603.31525,0.608,18.56602,88.09167,199.861125,0.1420057,763.45128,0,0,834,1
"371",30292,31.75,-8.25,"United-Republic-of-Tanzania",2,14,255828.5588403,0.0033995,900,3046.271,83.98088960568,54.705700016394,0,1776.973,1733.6945,0.721,19.74375,82.51085,199.694475,0.6929106,763.33703,0,0,834,1
"372",30293,31.75,-7.75,"United-Republic-of-Tanzania",2,14,238835.2585675,0.125263891,684,3049.911,78.30891580756,314.953429856813,191.292624,2393.6765,1097.743725,0.709,22.74519,77.669855,195,4.33385,764.50577,110.44285,4417.71393,834,1
"373",30455,32.25,-15.25,"Mozambique",2,14,14737.4839523,0.0033995,900,2971.667,4.95933220583,0.986636555765,0,5611.5255,661.005575,0.482,24.27821,68.13431,148.8611,12.02423,506.9609,0,0,508,1
"374",30456,32.25,-14.75,"Mozambique",2,14,28796.8456521,0.0033995,900,2978.45,9.66839985236,4.121638268625,0,2245.08495,860.666975,0.337,22.86442,96.10809,159.08335,9.668673,535.1222,0,0,508,1
"375",30457,32.25,-14.25,"Zambia",2,14,164490.6582136,0.198822918,900,2985.011,55.10555075408,25.327801767087,218.787509,1346.98695,996.75495,0.34,22.31971,104.92318,163.80555,7.106505,566.3105,177.410875,7096.43478,894,0
"376",30458,32.25,-13.75,"Zambia",2,14,200016.6268558,0.010555331,900,2991.349,66.865032689,39.05901744961,9.359519,1181.197825,1006.12855,0.567,22.50737,86.8747,162.333325,7.592708,600.03273,7.9700207,318.80083,894,0
"377",30459,32.25,-13.25,"Zambia",2,14,76031.5960522,0.014582024,900,2997.464,25.36531103167,14.469966294713,18.756655,622.9458,818.4733,0.606,22.91955,77.760735,156.722225,6.987826,635.86643,10.82916,433.16639,894,0
"378",30460,32.25,-12.75,"Zambia",2,14,33120.4473721,0.0033995,900,3003.355,11.02781614549,3.079898401391,0,259.002667,719.39665,0.557,22.63846,74.6646,157.416675,6.387806,673.45725,0,0,894,0
"379",30461,32.25,-12.25,"Zambia",2,14,18431.9445633,0.0033995,900,3009.023,6.12555839538,4.261752081062,0,454.58555,791.622775,0.686,22.31923,77.362575,159.611125,5.581062,712.51108,0,0,894,0
"380",30462,32.25,-11.75,"Zambia",2,14,5180.9261408,0.0033995,900,3014.466,1.71868767938,1.525384163002,0,586.147125,1024.6419,0.609,21.56106,83.63499,163.666675,3.955598,751.02145,0,0,894,0
"381",30463,32.25,-11.25,"Zambia",2,14,16796.2055705,0.0033995,900,3019.685,5.56223676057,2.448853324145,0,345.730375,1291.23125,0.633,21.79375,88.679845,170.72225,4.425579,753.07195,0,0,894,0
"382",30464,32.25,-10.75,"Zambia",2,14,31643.6770697,0.113237103,900,3024.68,10.46182678504,3.788607398393,172.544699,435.520675,1317.351,0.552,21.43606,91.17481,177.6389,3.648118,744.891,99.618725,3984.74915,894,0
"383",30465,32.25,-10.25,"Zambia",2,14,48960.6054368,0.0033995,900,3029.449,16.16155317324,0.481658708319,0,242.7866,1346.5495,0.641,21.73413,90.30642,183.916675,4.037745,734.2521,0,0,894,0
"384",30466,32.25,-9.75,"Zambia",2,14,62604.2636003,0.0033995,900,3033.993,20.63427851679,5.230541885519,0,317.2025,1323.5235,0.861,21.35833,88.504395,191.277775,3.193494,724.03458,0,0,894,0
"385",30467,32.25,-9.25,"Zambia",2,14,83748.2387037,0.017388783,900,3038.312,27.56406950699,4.655514804616,20.903838,819.7162,1380.4945,0.512,20.78958,80.9753,197.1389,2.121114,717.09827,14.1201255,564.80502,894,0
"386",30468,32.25,-8.75,"United-Republic-of-Tanzania",2,14,143659.0390263,0.0033995,900,3042.405,47.21891466345,12.596509703374,0,321.760558,1156.94915,0.77,20.41635,76.235435,196.8889,1.686503,713.52475,0,0,834,1
"387",30469,32.25,-8.25,"United-Republic-of-Tanzania",2,14,119162.5946997,0.0033995,861,3046.271,39.11752759726,24.906718810872,0,1062.383427,1081.156125,0.826,23.22644,77.85484,191.416675,5.35289,713.35137,0,0,834,1
"388",30630,32.75,-15.25,"Mozambique",2,14,17051.7843459,0.0033995,900,2971.667,5.73812080455,2.549715150382,0,4396.422,472.609175,0.407,24.89487,77.69336,150.2222,13.60707,467.4769,0,0,508,1
"389",30631,32.75,-14.75,"Mozambique",2,14,42569.507973,0.0033995,900,2978.45,14.2925037545,10.118349931219,0,2103.878,638.79305,0.581,23.94519,95.011775,161.444425,12.73924,497.83865,0,0,508,1
"390",30632,32.75,-14.25,"Mozambique",2,14,102352.9330778,0.0033995,900,2985.011,34.2889669833,8.570051872548,0,1925.84275,933.958075,0.738,22.56266,93.65261,167.888875,8.724924,531.19925,0,0,508,1
"391",30633,32.75,-13.75,"Zambia",2,14,422200.3726985,0.676480993,900,2991.349,141.14047499729,179.386044117916,822.473166,2451.16635,1166.3485,0.437,21.62965,83.73093,169.722225,5.367612,567.00707,608.068035,24322.72146,894,0
"392",30634,32.75,-13.25,"Zambia",2,14,134158.7322734,0.01812129,900,2997.464,44.7574186052,25.855971137089,24.273825,597.939725,1034.130925,0.447,21.66218,81.804015,164.41665,5.546035,604.8074,14.0145,560.57999,894,0
"393",30635,32.75,-12.75,"Zambia",2,14,36243.5349193,0.0033995,900,3003.355,12.06768239156,1.43000199959,0,315.509475,1043.2843,0.561,20.65977,76.062275,163.611125,2.546299,644.23113,0,0,894,0
"394",30636,32.75,-12.25,"Zambia",2,14,46464.5820627,0.0033995,900,3009.023,15.44175167004,12.114140310132,0,284.3011,973.7131,0.474,21.00929,73.960775,160.75,3.105874,684.98137,0,0,894,0
"395",30637,32.75,-11.75,"Zambia",2,14,26362.5665967,0.0033995,900,3014.466,8.74535115446,3.710099689355,0,444.177425,940.80945,0.571,21.94215,75.392905,159.722225,4.759817,714.55977,0,0,894,0
"396",30638,32.75,-11.25,"Zambia",2,14,21273.2273855,0.0033995,900,3019.685,7.04484872392,0.846727185868,0,752.20215,1029.893825,0.574,22.075,74.228305,163.6389,4.985033,704.78615,0,0,894,0
"397",30639,32.75,-10.75,"Zambia",2,14,19487.0612826,0.0033995,900,3024.68,6.44268550837,0.002588617799,0,502.7824,1106.3837,0.477,21.13061,77.8869,170.1389,3.050208,695.95673,0,0,894,0
"398",30640,32.75,-10.25,"Zambia",2,14,46019.1500115,0.08158179,900,3029.449,15.19059932498,4.199178264768,123.198959,909.3934,1311.5325,0.625,21.41378,86.1223,179.888875,3.407351,686.0194,71.12895,2845.15808,894,0
"399",30641,32.75,-9.75,"Zambia",2,14,79200.1747913,0.0033995,900,3033.993,26.10426784437,6.366579812852,0,423.181675,1347.06975,0.596,20.72596,89.728495,193.833325,2.139033,675.00818,0,0,894,0
"400",30642,32.75,-9.25,"United-Republic-of-Tanzania",2,14,421781.4556885,0.279130555,900,3038.312,138.82098944772,195.700781112286,174.880505,5402.371536,1283.508,0.68,20.11907,100.49645,201.5278,1.062583,667.5098,250.452625,10018.10516,834,1
"401",30643,32.75,-8.75,"United-Republic-of-Tanzania",2,14,270677.7835124,0.008992958,900,3042.405,88.96837433688,42.860022973925,9.720748,867.2834,1127.68415,0.819,21.52468,104.37284,196.3611,2.665854,663.62818,5.7989975,231.9599,834,1
"402",30644,32.75,-8.25,"United-Republic-of-Tanzania",2,14,34523.0708713,0.005412879,744,3046.271,11.33289503264,22.120085038304,4.066628,2330.83285,903.327775,0.604,22.31602,91.190655,189.6111,3.782477,663.41247,2.347869,93.91476,834,1
"403",30804,33.25,-14.75,"Mozambique",2,14,82046.1184168,0.0033995,900,2978.45,27.54658231566,9.953250038757,0,1118.5445,845.184925,0.596,22.11346,87.313585,164.055525,7.396303,462.49015,0,0,508,1
"404",30805,33.25,-14.25,"Mozambique",2,14,223176.6466716,0.049871323,900,2985.011,74.76577797091,121.722953464123,71.392001,702.8639,1161.14525,0.689,21.2758,82.40769,170.472225,5.460377,498.2353,42.589525,1703.58093,508,1
"405",30806,33.25,-13.75,"Malawi",2,14,694789.5339699,0.116452847,900,2991.349,232.26631521165,146.203796178937,77.294269,425.6357,1147.853,0.395,21.85128,75.763025,171.416675,5.48205,536.27458,104.042675,4161.707,454,1
"406",30807,33.25,-13.25,"Malawi",2,14,308173.6998948,0.33820965,900,2997.464,102.81149095238,202.901882369168,297.271523,617.94175,1151.74,0.428,21.94215,71.16175,172.80555,4.435571,576.1323,303.6237825,12144.9514,454,1
"407",30808,33.25,-12.75,"Malawi",2,14,202241.580745,0.045438711,900,3003.355,67.33855205436,64.138712468175,39.289241,978.523075,1139.6265,0.431,20.60721,67.868505,175.083325,2.312854,617.43725,39.365055,1726.81218,454,1
"408",30809,33.25,-12.25,"Zambia",2,14,282287.5495586,0.140136326,900,3009.023,93.81369736511,48.564803286979,171.012882,404.82385,1185.93125,0.467,20.51442,71.550675,173.05555,2.421039,659.90053,124.5929125,4983.71658,894,0
"409",30810,33.25,-11.75,"Zambia",2,14,203567.2620034,0.0033995,900,3014.466,67.5301163581,44.217050897554,0,775.3599,1143.93325,0.592,21.25304,76.613665,170.05555,3.498709,669.7806,0,0,894,0
"410",30811,33.25,-11.25,"Zambia",2,14,87794.0178489,0.07706757,900,3019.685,29.07389477872,44.141887621579,83.439395,653.962475,1094.0505,0.733,21.46234,74.944145,170.6111,3.783909,656.64035,67.83106,2833.9061,894,0
"411",30812,33.25,-10.75,"Zambia",2,14,38453.3948535,0.0033995,900,3024.68,12.71321140612,14.771805483601,0,542.285675,1182.7465,0.716,19.83462,75.855065,171.19445,2.057437,647.0928,0,0,894,0
"412",30813,33.25,-10.25,"Zambia",2,14,64634.647509,0.0033995,900,3029.449,21.33544475667,8.074969789239,0,2655.9325,1427.484,0.589,19.46539,86.80893,182.77775,1.460199,637.99143,0,0,894,0
"413",30814,33.25,-9.25,"United-Republic-of-Tanzania",2,14,359319.5250444,0.008817002,900,3038.312,118.26288548683,51.150339003189,9.769875,2600.3475,1532.94825,0.719,18.88686,106.17918,221.333325,0.6515535,617.97213,5.64064,225.62559,834,1
"414",30815,33.25,-8.75,"United-Republic-of-Tanzania",2,14,614809.8471441,0.649206735,900,3042.405,202.08024432934,625.399439333151,785.576571,4873.8702,1307.537725,0.712,19.96186,107.82475,202.6111,0.985786,613.7603,583.5212,23583.56409,834,1
"415",30976,33.75,-14.25,"Malawi",2,14,1210878.0186061,0.694271727,900,2985.011,405.65282451871,1060.12799006183,713.771683,667.8676,1214.2535,0.625,20.44054,80.843695,168.25,2.130886,467.86417,624.0796875,24991.49811,454,1
"416",30977,33.75,-13.75,"Malawi",2,14,1439652.0451416,3.034193274,900,2991.349,481.27189510376,1030.59484380285,3027.56192,852.807975,1194.338,0.48,20.59071,72.551315,173.611125,2.412497,508.2431,2730.77455,109230.98236,454,1
"417",30978,33.75,-13.25,"Malawi",2,14,560790.5272432,0.452536764,900,2997.464,187.08835386512,148.913534578961,179.697376,1317.115,1140.29175,0.52,21.02853,72.51862,180.3889,3.00642,550.2065,407.283075,16291.32309,454,1
"418",30979,33.75,-12.75,"Malawi",2,14,297746.1617556,0.127609172,900,3003.355,99.13784958816,67.314824279723,137.742708,2056.60225,1018.9995,0.758,20.68926,77.755635,185.3611,2.427376,593.39823,114.0833725,5348.76979,454,1
"419",30980,33.75,-12.25,"Malawi",2,14,171387.9094427,0.035206876,900,3009.023,56.95799723949,66.129482413759,50.907615,3597.94955,1305.67825,0.911,19.71154,100.53517,190.4722,1.213313,631.10352,29.391525,1175.66101,454,1
"420",30981,33.75,-11.75,"Malawi",2,14,200905.5432966,0.237967483,900,3014.466,66.64713462413,146.04827114817,288.603209,1547.205975,1384.62575,0.73,19.50978,108.453375,197.972225,1.534633,622.8643,212.640975,8505.63919,454,1
"421",30982,33.75,-11.25,"Malawi",2,14,365924.8525387,0.481944235,900,3019.685,121.17979015318,315.758075851145,512.772392,1401.93415,1231.96,0.513,20.4141,83.719935,195.305575,2.821142,608.66017,432.9849325,20008.77982,454,1
"422",30983,33.75,-10.75,"Malawi",2,14,108149.0015298,0.09181683,900,3024.68,35.75551976744,67.505072291113,103.585913,6386.66825,1715.37775,0.656,18.07195,85.93501,190.527775,0.3825478,598.30865,81.105385,3244.21532,454,1
"423",30984,33.75,-10.25,"Malawi",2,14,84324.872981,0.045251717,898,3029.449,27.83505037062,44.557189512097,66.566003,5379.882175,1337.019475,0.921,21.14551,104.1015,190.75,2.647166,589.77505,38.4319,1537.276,454,1
"424",30985,33.75,-9.75,"Malawi",2,14,427433.1953323,0.431233665,812,3033.993,140.88138878385,277.95105875234,249.655524,1461.287063,756.207125,0.967,24.35128,126.5881,215.444425,9.887306,577.3112,339.36885,15854.19217,454,1
"425",30986,33.75,-9.25,"United-Republic-of-Tanzania",2,14,465066.4842873,0.048315944,900,3038.312,153.0673969588,141.084270486563,42.487072,5938.04625,1438.489875,0.752,19.24712,165.2056,233.3611,0.973955,568.48997,41.954585,1678.18344,834,1
"426",31153,34.25,-12.75,"Malawi",2,14,158896.875128,0.714431025,608,3003.355,52.90645700884,225.918131232052,168.749861,1399.010333,572.0578,0.742,24.20048,102.9451933,190.70366667,9.519807,570.24063,191.96541,8911.02963,454,1
"427",31154,34.25,-12.25,"Malawi",2,14,76609.6779423,0.265499053,276,3009.023,25.45998629042,192.700985036425,90.74696,124.52725,498.39385,0.8515,23.3484,131.09505,199.44445,7.402249,606.408,113.4337,2268.67401,454,1
"428",31155,34.25,-11.75,"Malawi",2,14,194799.40047,0.448751411,428,3014.466,64.62152141147,148.224590191269,124.965789,1107.81765,561.754975,0.95,23.63798,146.22195,216.33335,8.195254,576.29003,112.202375,5904.95667,454,1
"429",31156,34.25,-11.25,"Malawi",2,14,189422.3096793,0.518631339,582,3019.685,62.72915211421,613.576692127135,565.57798,2961.186333,949.322033,0.8,21.14503,141.5982,216.14813333,4.111961,565.99207,456.4666667,16432.80029,454,1
"430",31157,34.25,-10.75,"Malawi",2,14,92872.5458025,0.048948771,762,3024.68,30.70491729303,74.725051555568,18.079419,11660.66,1078.4885,0.806,23.24712,118.27165,196,7.006141,561.77725,24.5970967,737.9129,454,1
"431",31158,34.25,-10.25,"Malawi",2,14,109671.5176093,0.318956135,291,3029.449,36.20180035807,147.79161828239,68.767201,374.383,543.115933,0.88225,23.80289,112.1627,190.62963333,8.352318,546.13217,59.2714417,1799.81745,454,1
"432",31159,34.25,-9.75,"Malawi",2,14,39685.2961327,0.0033995,499,3033.993,13.08021860381,17.43509884067,0,128.317467,594.0974,0.94,19.7851,111.5109,215.1111,1.540288,523.6763,0,0,454,1
