"from","to","dist","dur","share_unnamed"
1,2,135.754,150.97,0.987502403242333
1,5,121.0723,172.755,0.960930750411738
1,6,80.5323,124.641666666667,1
1,7,98.8069,132.068333333333,0.982829134402557
2,3,82.9043,68.45,0.492868894775187
2,6,107.6517,101.608333333333,0.923759680525249
2,7,80.1462,70.4433333333333,1
2,8,155.3755,133.066666666667,0.412921977453345
3,4,74.2986,123.961666666667,0.16166813596506
3,7,107.992,103.015,1
3,8,77.9994,78.0666666666667,1
3,9,127.2243,158.746666666667,0.997977589204587
4,8,133.9989,168.236666666667,0.714367804511828
4,9,114.4482,200.29,0.994322327199268
4,10,118.9861,147.67,0.868055287083712
5,6,81.7691,89.6083333333333,1
5,11,97.9962,90.26,0.132279484021335
5,12,58.7089,63.355,0.548582923543108
5,13,112.5704,99.1833333333333,1
6,7,70.7014,82.7783333333333,0.976003270095458
6,12,124.236,143.61,1
6,13,68.0656,72.1466666666667,1
6,14,107.4998,148.326666666667,0.987824140740989
7,8,83.0705,94.6,1
7,13,91.7699,76.545,1
7,14,95.2603,131.863333333333,1
7,15,137.6802,155.005,0.736515298870352
8,9,140.8894,182.878333333333,1
8,14,134.9576,144.416666666667,1
8,15,75.7834,94.845,0.784077473635318
8,16,126.7246,153.11,0.466656355568743
9,10,113.883,150.766666666667,0.710483820689813
9,15,176.5024,207.925,0.907291398138837
9,16,187.9104,232.411666666667,0.968222105736508
9,17,135.1704,263.495,1
10,16,165.7042,175.433333333333,0.563418428742301
10,17,89.5228,192.22,0.870101247950243
11,12,108.1087,134.85,1
11,18,89.595,124.728333333333,1
11,19,130.782,141.021666666667,1
12,13,155.0446,153.083333333333,1
12,18,141.0486,191.088333333333,1
12,19,82.9986,101.318333333333,1
12,20,156.2227,162.456666666667,0.991551793115588
13,14,128.576,142.12,1
13,19,95.4166,99.34,1
13,20,63.4238,67.925,1
13,21,167.6369,143.948333333333,1
14,15,105.7236,115.538333333333,0.837171027740363
14,20,148.9595,168.995,1
14,21,84.7477,121.373333333333,1
14,22,105.3722,106.155,1
15,16,85.619,113.423333333333,0.488312744031984
15,21,122.2638,121.096666666667,0.910125482767589
15,22,72.314,97.7083333333333,1
15,23,135.1722,147.111666666667,0.519869085604077
16,17,168.0405,274.003333333333,0.964464540117091
16,22,105.6237,135.675,0.996187405087499
16,23,74.2773,98.775,0.919606663139344
16,24,135.0045,172.351666666667,0.794088345203308
17,23,142.3415,234.603333333333,0.571873577365998
17,24,178.4194,266.173333333333,0.306444814857577
18,19,108.9019,161.35,1
18,25,90.2219,129.316666666667,1
18,26,158.3301,197.631666666667,1
19,20,89.1749,100.405,0.985199821473828
19,25,128.7522,154.308333333333,1
19,26,85.1617,137.98,1
19,27,109.8162,184.688333333333,1
20,21,105.0133,89.6633333333333,1
20,26,100.5111,102.695,1
20,27,104.4903,134.723333333333,1
20,28,219.6983,232.288333333333,1
21,22,83.9403,94.5833333333333,1
21,27,174.0319,190.308333333333,1
21,28,151.8606,198.388333333333,1
21,29,122.9761,144.353333333333,1
22,23,79.0741,104.936666666667,1
22,28,135.3102,177.53,1
22,29,106.4258,123.495,1
22,30,130.0152,162.091666666667,1
23,24,84.4556,110.53,0.74155032389685
23,29,184.4779,184.05,0.961675688509537
23,30,103.5536,107.845,1
23,31,145.1464,183.678333333333,1
24,30,91.7997,110.913333333333,0.736413081959963
24,31,133.3925,186.746666666667,0.818601631574765
25,26,77.5585,91.3166666666667,1
26,27,94.8448,141.261666666667,1
26,32,196.8606,295.298333333333,1
27,28,248.5484,322.173333333333,0.941747787655126
27,32,121.8944,246.81,1
27,33,129.8912,189.306666666667,1
28,29,77.9348,122.098333333333,1
28,32,191.628,302.668333333333,0.724032644481681
28,33,127.1142,183.713333333333,0.675227472619109
28,34,98.3499,136.811666666667,1
29,30,68.0459,94.3083333333333,1
29,33,107.4756,135.211666666667,0.492919794893171
29,34,51.5645,71.66,1
30,31,65.6976,121.433333333333,1
30,34,95.8204,105.82,0.612429725225239
32,33,72.9277,169.705,1
33,34,61.5361,77.615,0.55020947019803
